
2012.09.26 21:42

EURCAD, SELL, Diff: 0.00011230, iStochastic Main: 42.89185905, iStochastic Signal: 62.90953158

USDCHF, val2: 0.00000, val3: 0.00000, val4: 0.00000, val5: 0.00000, Bid: 0.94051, Ask: 0.94076, Spread: 25.00000000
USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93951, Ask: 0.93984, Spread: 33.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61618, Ask: 1.61643, Spread: 25.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28616, val3: 1.28606, val4: 1.28626, val5: 1.28606, Bid: 1.28694, Ask: 1.28715, Spread: 21.00000000, Diff: 0.00009746, iStochastic Main: 42.78231, iStochastic Signal: 37.11110, Current Sell
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.731, Ask: 77.756, Spread: 25.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98540, Ask: 0.98568, Spread: 28.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03679, Ask: 1.03705, Spread: 26.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24100, Ask: 1.24137, Spread: 37.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 100.000, val3: 99.990, val4: 100.005, val5: 99.995, Bid: 100.042, Ask: 100.073, Spread: 31.00000000, Diff: 0.01025544, iStochastic Main: 51.981, iStochastic Signal: 48.023, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51844, Ask: 1.51904, Spread: 60.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.865, Ask: 78.896, Spread: 31.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.676, val3: 125.645, val4: 125.691, val5: 125.660, Bid: 125.631, Ask: 125.675, Spread: 44.00000000, Diff: 0.03073482, iStochastic Main: 40.236, iStochastic Signal: 41.639, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02167, Ask: 1.02216, Spread: 49.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97407, Ask: 0.97458, Spread: 51.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.596, Ask: 80.632, Spread: 36.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.720, Ask: 82.756, Spread: 36.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56553, val3: 1.56413, val4: 1.56634, val5: 1.56473, Bid: 1.56109, Ask: 1.56192, Spread: 83.00000000, Diff: 0.00140356, iStochastic Main: 14.04291, iStochastic Signal: 8.01602, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26818, Ask: 1.26860, Spread: 42.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.058, Ask: 64.098, Spread: 40.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82408, Ask: 0.82449, Spread: 41.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59274, Ask: 1.59330, Spread: 56.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96029, Ask: 1.96152, Spread: 123.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55855, Ask: 1.55899, Spread: 44.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77431, Ask: 0.77478, Spread: 47.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81207, Ask: 0.81266, Spread: 59.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:01

EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
USDJPY, SELL, Diff: 0.00241430, iStochastic Main: 44.23480084, iStochastic Signal: 50.73375262
AUDJPY, SELL, Diff: 0.00405701, iStochastic Main: 62.43137255, iStochastic Signal: 68.44682838

USDCHF, val2: 0.93989, val3: 0.93992, val4: 0.93984, val5: 0.93994, Bid: 0.93944, Ask: 0.93985, Spread: 41.00000000, Diff: -0.00002905, iStochastic Main: 46.69152, iStochastic Signal: 55.73670, Current Buy
GBPUSD, val2: 1.61640, val3: 1.61605, val4: 1.61664, val5: 1.61616, Bid: 1.61632, Ask: 1.61675, Spread: 43.00000000, Diff: 0.00034516, iStochastic Main: 26.88990, iStochastic Signal: 23.46447, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28739, Ask: 1.28771, Spread: 32.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.750, val3: 77.748, val4: 77.748, val5: 77.752, Bid: 77.725, Ask: 77.756, Spread: 31.00000000, Diff: 0.00241430, iStochastic Main: 44.235, iStochastic Signal: 50.734, Current Sell
USDCAD, val2: 0.98296, val3: 0.98356, val4: 0.98265, val5: 0.98327, Bid: 0.98534, Ask: 0.98581, Spread: 47.00000000, Diff: -0.00059896, iStochastic Main: 86.52882, iStochastic Signal: 82.47484, Current Buy
AUDUSD, val2: 1.03570, val3: 1.03567, val4: 1.03571, val5: 1.03568, Bid: 1.03691, Ask: 1.03726, Spread: 35.00000000, Diff: 0.00002753, iStochastic Main: 58.26271, iStochastic Signal: 60.14595, Current Sell
EURAUD, val2: 1.24169, val3: 1.24162, val4: 1.24177, val5: 1.24161, Bid: 1.24079, Ask: 1.24134, Spread: 55.00000000, Diff: 0.00006497, iStochastic Main: 40.98361, iStochastic Signal: 32.59339, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.070, Ask: 100.126, Spread: 56.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51930, val3: 1.51902, val4: 1.51944, val5: 1.51916, Bid: 1.51854, Ask: 1.51944, Spread: 90.00000000, Diff: 0.00027586, iStochastic Main: 26.22761, iStochastic Signal: 26.79632, Current Sell
CADJPY, val2: 79.087, val3: 79.038, val4: 79.109, val5: 79.065, Bid: 78.855, Ask: 78.898, Spread: 43.00000000, Diff: 0.04872899, iStochastic Main: 8.950, iStochastic Signal: 13.933, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.625, Ask: 125.701, Spread: 76.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01807, val3: 1.01864, val4: 1.01777, val5: 1.01836, Bid: 1.02170, Ask: 1.02255, Spread: 85.00000000, Diff: -0.00057455, iStochastic Main: 89.47704, iStochastic Signal: 89.98915, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97349, val4: 0.97343, val5: 0.97352, Bid: 0.97391, Ask: 0.97490, Spread: 99.00000000, Diff: -0.00000973, iStochastic Main: 55.69488, iStochastic Signal: 65.64794, Current Buy
AUDJPY, val2: 80.525, val3: 80.521, val4: 80.524, val5: 80.526, Bid: 80.598, Ask: 80.649, Spread: 51.00000000, Diff: 0.00405701, iStochastic Main: 62.431, iStochastic Signal: 68.447, Current Sell
CHFJPY, val2: 82.711, val3: 82.707, val4: 82.713, val5: 82.709, Bid: 82.697, Ask: 82.757, Spread: 60.00000000, Diff: 0.00434369, iStochastic Main: 57.974, iStochastic Signal: 52.910, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56133, Ask: 1.56283, Spread: 150.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26425, val3: 1.26491, val4: 1.26396, val5: 1.26455, Bid: 1.26818, Ask: 1.26891, Spread: 73.00000000, Diff: -0.00066220, iStochastic Main: 89.06169, iStochastic Signal: 88.85964, Current Buy
NZDJPY, val2: 63.863, val3: 63.914, val4: 63.833, val5: 63.893, Bid: 64.055, Ask: 64.102, Spread: 47.00000000, Diff: -0.05048367, iStochastic Main: 82.982, iStochastic Signal: 88.620, Current Buy
NZDUSD, val2: 0.82141, val3: 0.82207, val4: 0.82104, val5: 0.82177, Bid: 0.82402, Ask: 0.82453, Spread: 51.00000000, Diff: -0.00066829, iStochastic Main: 86.05042, iStochastic Signal: 89.25350, Current Buy
GBPCAD, val2: 1.58886, val3: 1.58946, val4: 1.58862, val5: 1.58911, Bid: 1.59275, Ask: 1.59376, Spread: 101.00000000, Diff: -0.00059467, iStochastic Main: 89.63247, iStochastic Signal: 83.50574, Current Buy
GBPNZD, val2: 1.96744, val3: 1.96542, val4: 1.96860, val5: 1.96629, Bid: 1.96035, Ask: 1.96167, Spread: 132.00000000, Diff: 0.00202332, iStochastic Main: 14.69094, iStochastic Signal: 10.25136, Current Sell
GBPAUD, val2: 1.56054, val3: 1.56024, val4: 1.56076, val5: 1.56032, Bid: 1.55831, Ask: 1.55902, Spread: 71.00000000, Diff: 0.00030269, iStochastic Main: 44.12955, iStochastic Signal: 37.88443, Current Sell
NZDCHF, val2: 0.77205, val3: 0.77271, val4: 0.77166, val5: 0.77243, Bid: 0.77418, Ask: 0.77488, Spread: 70.00000000, Diff: -0.00066132, iStochastic Main: 79.57707, iStochastic Signal: 87.63092, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:03

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93910, Ask: 0.93970, Spread: 60.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61599, Ask: 1.61644, Spread: 45.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28709, Ask: 1.28736, Spread: 27.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.714, Ask: 77.745, Spread: 31.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98495, Ask: 0.98555, Spread: 60.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03660, Ask: 1.03712, Spread: 52.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24109, Ask: 1.24206, Spread: 97.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.017, Ask: 100.070, Spread: 53.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51775, Ask: 1.51894, Spread: 119.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.829, Ask: 78.919, Spread: 90.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.600, Ask: 125.660, Spread: 60.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02093, Ask: 1.02237, Spread: 144.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97335, Ask: 0.97448, Spread: 113.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.543, Ask: 80.621, Spread: 78.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.697, Ask: 82.798, Spread: 101.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56065, Ask: 1.56196, Spread: 131.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26783, Ask: 1.26909, Spread: 126.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.049, Ask: 64.119, Spread: 70.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82412, Ask: 0.82475, Spread: 63.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59187, Ask: 1.59347, Spread: 160.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.95961, Ask: 1.96164, Spread: 203.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55816, Ask: 1.55954, Spread: 138.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77387, Ask: 0.77501, Spread: 114.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:05

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93917, Ask: 0.93965, Spread: 48.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61618, Ask: 1.61660, Spread: 42.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28702, Ask: 1.28736, Spread: 34.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.709, Ask: 77.738, Spread: 29.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98512, Ask: 0.98559, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03661, Ask: 1.03710, Spread: 49.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24108, Ask: 1.24182, Spread: 74.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.018, Ask: 100.062, Spread: 44.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51797, Ask: 1.51893, Spread: 96.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.828, Ask: 78.918, Spread: 90.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.602, Ask: 125.664, Spread: 62.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02094, Ask: 1.02238, Spread: 144.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97333, Ask: 0.97446, Spread: 113.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.540, Ask: 80.618, Spread: 78.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.700, Ask: 82.790, Spread: 90.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
EURNZD, val2: 1.56483, val3: 1.56367, val4: 1.56553, val5: 1.56413, Bid: 1.56081, Ask: 1.56212, Spread: 131.00000000, Diff: 0.00116214, iStochastic Main: 16.00231, iStochastic Signal: 12.13518, Current Sell
EURCAD, val2: 1.26458, val3: 1.26536, val4: 1.26425, val5: 1.26491, Bid: 1.26801, Ask: 1.26881, Spread: 80.00000000, Diff: -0.00077539, iStochastic Main: 88.45070, iStochastic Signal: 89.03110, Current Buy
NZDJPY, val2: 63.888, val3: 63.932, val4: 63.863, val5: 63.914, Bid: 64.035, Ask: 64.107, Spread: 72.00000000, Diff: -0.04406511, iStochastic Main: 86.006, iStochastic Signal: 86.241, Current Buy
NZDUSD, val2: 0.82174, val3: 0.82236, val4: 0.82141, val5: 0.82207, Bid: 0.82404, Ask: 0.82464, Spread: 60.00000000, Diff: -0.00062010, iStochastic Main: 88.16794, iStochastic Signal: 88.06713, Current Buy
GBPCAD, val2: 1.58916, val3: 1.58992, val4: 1.58886, val5: 1.58946, Bid: 1.59231, Ask: 1.59337, Spread: 106.00000000, Diff: -0.00075830, iStochastic Main: 90.19916, iStochastic Signal: 88.46582, Current Buy
GBPNZD, val2: 1.96643, val3: 1.96471, val4: 1.96744, val5: 1.96542, Bid: 1.96003, Ask: 1.96196, Spread: 193.00000000, Diff: 0.00171731, iStochastic Main: 15.08531, iStochastic Signal: 13.17947, Current Sell
GBPAUD, val2: 1.56039, val3: 1.56010, val4: 1.56054, val5: 1.56024, Bid: 1.55837, Ask: 1.55971, Spread: 134.00000000, Diff: 0.00028419, iStochastic Main: 38.64148, iStochastic Signal: 41.32554, Current Sell
NZDCHF, val2: 0.77238, val3: 0.77294, val4: 0.77205, val5: 0.77271, Bid: 0.77398, Ask: 0.77482, Spread: 84.00000000, Diff: -0.00056171, iStochastic Main: 78.69318, iStochastic Signal: 82.37856, Current Buy
NZDCAD, val2: 0.80737, val3: 0.80851, val4: 0.80677, val5: 0.80797, Bid: 0.81216, Ask: 0.81276, Spread: 60.00000000, Diff: -0.00114260, iStochastic Main: 94.82089, iStochastic Signal: 96.45624, Current Buy

2012.09.27 00:06

USDCHF, SELL, Diff: 0.00003807, iStochastic Main: 37.13713714, iStochastic Signal: 46.71781419
EURUSD, BUY, Diff: -0.00003846, iStochastic Main: 54.84677924, iStochastic Signal: 45.14422484
AUDUSD, BUY, Diff: -0.00007471, iStochastic Main: 70.40960452, iStochastic Signal: 63.01789077
AUDJPY, BUY, Diff: -0.00069027, iStochastic Main: 71.92156863, iStochastic Signal: 68.10457516

USDCHF, val2: 0.93990, val3: 0.93986, val4: 0.93989, val5: 0.93992, Bid: 0.93943, Ask: 0.93979, Spread: 36.00000000, Diff: 0.00003807, iStochastic Main: 37.13714, iStochastic Signal: 46.71781, Current Sell
GBPUSD, val2: 1.61623, val3: 1.61606, val4: 1.61640, val5: 1.61605, Bid: 1.61600, Ask: 1.61649, Spread: 49.00000000, Diff: 0.00016461, iStochastic Main: 35.00761, iStochastic Signal: 29.22374, Current Sell
EURUSD, val2: 1.28611, val3: 1.28615, val4: 1.28616, val5: 1.28606, Bid: 1.28687, Ask: 1.28724, Spread: 37.00000000, Diff: -0.00003846, iStochastic Main: 54.84678, iStochastic Signal: 45.14422, Current Buy
USDJPY, val2: 77.749, val3: 77.743, val4: 77.750, val5: 77.748, Bid: 77.707, Ask: 77.737, Spread: 30.00000000, Diff: 0.00552590, iStochastic Main: 42.872, iStochastic Signal: 46.157, Current Sell
USDCAD, val2: 0.98326, val3: 0.98383, val4: 0.98296, val5: 0.98356, Bid: 0.98507, Ask: 0.98554, Spread: 47.00000000, Diff: -0.00057147, iStochastic Main: 85.36285, iStochastic Signal: 84.34401, Current Buy
AUDUSD, val2: 1.03568, val3: 1.03576, val4: 1.03570, val5: 1.03567, Bid: 1.03649, Ask: 1.03682, Spread: 33.00000000, Diff: -0.00007471, iStochastic Main: 70.40960, iStochastic Signal: 63.01789, Current Buy
EURAUD, val2: 1.24166, val3: 1.24160, val4: 1.24169, val5: 1.24162, Bid: 1.24123, Ask: 1.24194, Spread: 71.00000000, Diff: 0.00005431, iStochastic Main: 34.99210, iStochastic Signal: 36.28954, Current Sell
EURJPY, val2: 99.995, val3: 99.991, val4: 100.000, val5: 99.990, Bid: 100.020, Ask: 100.062, Spread: 42.00000000, Diff: 0.00357061, iStochastic Main: 67.353, iStochastic Signal: 56.137, Current Sell
GBPCHF, val2: 1.51916, val3: 1.51895, val4: 1.51930, val5: 1.51902, Bid: 1.51816, Ask: 1.51907, Spread: 91.00000000, Diff: 0.00021452, iStochastic Main: 29.69382, iStochastic Signal: 28.75024, Current Sell
CADJPY, val2: 79.063, val3: 79.012, val4: 79.087, val5: 79.038, Bid: 78.850, Ask: 78.914, Spread: 64.00000000, Diff: 0.05033902, iStochastic Main: 12.381, iStochastic Signal: 12.041, Current Sell
GBPJPY, val2: 125.660, val3: 125.639, val4: 125.676, val5: 125.645, Bid: 125.583, Ask: 125.653, Spread: 70.00000000, Diff: 0.02138947, iStochastic Main: 46.490, iStochastic Signal: 43.940, Current Sell
AUDCAD, val2: 1.01836, val3: 1.01902, val4: 1.01807, val5: 1.01864, Bid: 1.02087, Ask: 1.02223, Spread: 136.00000000, Diff: -0.00065975, iStochastic Main: 90.60172, iStochastic Signal: 89.49712, Current Buy
AUDCHF, val2: 0.97348, val3: 0.97351, val4: 0.97348, val5: 0.97349, Bid: 0.97349, Ask: 0.97449, Spread: 100.00000000, Diff: -0.00002593, iStochastic Main: 63.94984, iStochastic Signal: 62.21425, Current Buy
AUDJPY, val2: 80.523, val3: 80.524, val4: 80.525, val5: 80.521, Bid: 80.545, Ask: 80.594, Spread: 49.00000000, Diff: -0.00069027, iStochastic Main: 71.922, iStochastic Signal: 68.105, Current Buy
CHFJPY, val2: 82.709, val3: 82.706, val4: 82.711, val5: 82.707, Bid: 82.675, Ask: 82.751, Spread: 76.00000000, Diff: 0.00282514, iStochastic Main: 65.762, iStochastic Signal: 58.949, Current Sell
